ocel:eid,ocel:activity,ocel:timestamp,p_duration[s],s_co2e[kg],i_electric-from-grid-de[kWh],i_steel-waste-to-recycle[kg],i_gas_input[Wh],i_emission-of-burn[Wh],i_coating-material[kg],i_coating-material-waste[kg],i_compressed-air[m3],i_gas-n2-used[m3],i_gas-n2-emiited-to-air[m3],i_steel-waste[kg],i_cardboard-box[kg]
e_checkMale_5820>true,CheckMalePart,2023-04-06 14:49:40+00:00,?,0.00058482,,,,,,,0.009,,,,
e_packhinges_269,PackHinges,2023-04-06 14:49:46+00:00,30.0073801094,0.03593,,,,,,,,,,,0.05
e_checkMale_5700>true,CheckMalePart,2023-04-06 14:49:50+00:00,?,0.00233928,,,,,,,0.036,,,,
e_checkFemale_5399>true,CheckFemalePart,2023-04-06 14:50:01+00:00,?,0.0012996,,,,,,,0.02,,,,
e_assembly_5399,AssembleHinge,2023-04-06 14:50:11+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5812>true,CheckMalePart,2023-04-06 14:50:11+00:00,?,0.00077976,,,,,,,0.012,,,,
e_checkFemale_5690>true,CheckFemalePart,2023-04-06 14:50:21+00:00,?,0.00201438,,,,,,,0.031,,,,
e_assembly_5690,AssembleHinge,2023-04-06 14:50:33+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5379>true,CheckMalePart,2023-04-06 14:50:33+00:00,?,0.00077976,,,,,,,0.012,,,,
e_checkFemale_5281>true,CheckFemalePart,2023-04-06 14:50:43+00:00,?,0.00181944,,,,,,,0.028,,,,
e_assembly_5281,AssembleHinge,2023-04-06 14:50:53+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5432>true,CheckFemalePart,2023-04-06 14:50:53+00:00,?,0.0022743,,,,,,,0.035,,,,
e_assembly_5432,AssembleHinge,2023-04-06 14:51:04+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5677>true,CheckFemalePart,2023-04-06 14:51:04+00:00,?,0.0006498,,,,,,,0.01,,,,
e_assembly_5677,AssembleHinge,2023-04-06 14:51:15+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5313>true,CheckFemalePart,2023-04-06 14:51:15+00:00,?,0.00246924,,,,,,,0.038,,,,
e_assembly_5313,AssembleHinge,2023-04-06 14:51:25+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5184>true,CheckFemalePart,2023-04-06 14:51:25+00:00,?,0.00071478,,,,,,,0.011,,,,
e_assembly_5184,AssembleHinge,2023-04-06 14:51:35+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5733>true,CheckFemalePart,2023-04-06 14:51:35+00:00,?,0.00025992,,,,,,,0.004,,,,
e_assembly_5733,AssembleHinge,2023-04-06 14:51:46+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5085>true,CheckFemalePart,2023-04-06 14:51:46+00:00,?,6.498E~05,,,,,,,0.001,,,,
e_assembly_5085,AssembleHinge,2023-04-06 14:51:57+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5779>true,CheckMalePart,2023-04-06 14:51:57+00:00,?,0.00019494,,,,,,,0.003,,,,
e_checkFemale_5473>true,CheckFemalePart,2023-04-06 14:52:08+00:00,?,0.00168948,,,,,,,0.026,,,,
e_assembly_5473,AssembleHinge,2023-04-06 14:52:18+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5153>true,CheckFemalePart,2023-04-06 14:52:18+00:00,?,0.0003249,,,,,,,0.005,,,,
e_packhinges_270,PackHinges,2023-04-06 14:52:24+00:00,29.5519253961,0.03593,,,,,,,,,,,0.05
e_assembly_5153,AssembleHinge,2023-04-06 14:52:28+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5203>true,CheckFemalePart,2023-04-06 14:52:28+00:00,?,0.00181944,,,,,,,0.028,,,,
e_assembly_5203,AssembleHinge,2023-04-06 14:52:39+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5523>true,CheckFemalePart,2023-04-06 14:52:39+00:00,?,0.00110466,,,,,,,0.017,,,,
e_assembly_5523,AssembleHinge,2023-04-06 14:52:49+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5727>true,CheckMalePart,2023-04-06 14:52:49+00:00,?,0.00071478,,,,,,,0.011,,,,
e_checkMale_5322>true,CheckMalePart,2023-04-06 14:53:00+00:00,?,0.00149454,,,,,,,0.023,,,,
e_checkFemale_5493>true,CheckFemalePart,2023-04-06 14:53:10+00:00,?,0.00136458,,,,,,,0.021,,,,
e_assembly_5493,AssembleHinge,2023-04-06 14:53:20+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5611>true,CheckFemalePart,2023-04-06 14:53:20+00:00,?,0.00019494,,,,,,,0.003,,,,
e_assembly_5611,AssembleHinge,2023-04-06 14:53:31+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5415>true,CheckFemalePart,2023-04-06 14:53:31+00:00,?,0.0006498,,,,,,,0.01,,,,
e_assembly_5415,AssembleHinge,2023-04-06 14:53:42+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5840>true,CheckFemalePart,2023-04-06 14:53:42+00:00,?,0.00155952,,,,,,,0.024,,,,
e_assembly_5840,AssembleHinge,2023-04-06 14:53:52+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5739>true,CheckMalePart,2023-04-06 14:53:52+00:00,?,0.00136458,,,,,,,0.021,,,,
e_checkMale_5055>true,CheckMalePart,2023-04-06 14:54:03+00:00,?,0.00103968,,,,,,,0.016,,,,
e_checkMale_5366>true,CheckMalePart,2023-04-06 14:54:13+00:00,?,0.00142956,,,,,,,0.022,,,,
e_checkFemale_5776>true,CheckFemalePart,2023-04-06 14:54:24+00:00,?,0.00188442,,,,,,,0.029,,,,
e_assembly_5776,AssembleHinge,2023-04-06 14:54:35+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5378>true,CheckFemalePart,2023-04-06 14:54:35+00:00,?,0.00090972,,,,,,,0.014,,,,
e_assembly_5378,AssembleHinge,2023-04-06 14:54:45+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5458>true,CheckMalePart,2023-04-06 14:54:45+00:00,?,0.00123462,,,,,,,0.019,,,,
e_checkMale_5664>true,CheckMalePart,2023-04-06 14:54:55+00:00,?,0.0012996,,,,,,,0.02,,,,
e_checkFemale_5506>true,CheckFemalePart,2023-04-06 14:55:06+00:00,?,0.0009747,,,,,,,0.015,,,,
e_assembly_5506,AssembleHinge,2023-04-06 14:55:16+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5227>true,CheckMalePart,2023-04-06 14:55:16+00:00,?,0.00175446,,,,,,,0.027,,,,
e_packhinges_271,PackHinges,2023-04-06 14:55:22+00:00,29.7993379333,0.03593,,,,,,,,,,,0.05
e_checkMale_5492>true,CheckMalePart,2023-04-06 14:55:27+00:00,?,0.00175446,,,,,,,0.027,,,,
e_checkMale_4868>true,CheckMalePart,2023-04-06 14:55:37+00:00,?,0.00155952,,,,,,,0.024,,,,
e_checkMale_5287>true,CheckMalePart,2023-04-06 14:55:47+00:00,?,0.00188442,,,,,,,0.029,,,,
e_checkMale_4860>true,CheckMalePart,2023-04-06 14:55:58+00:00,?,0.00181944,,,,,,,0.028,,,,
e_checkMale_5133>false,CheckMalePart,2023-04-06 14:56:08+00:00,?,0.0012996,,,,,,,0.02,,,,
e_checkFemale_5484>true,CheckFemalePart,2023-04-06 14:56:19+00:00,?,0.00051984,,,,,,,0.008,,,,
e_assembly_5484,AssembleHinge,2023-04-06 14:56:30+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5568>true,CheckFemalePart,2023-04-06 14:56:30+00:00,?,0.00058482,,,,,,,0.009,,,,
e_assembly_5568,AssembleHinge,2023-04-06 14:56:40+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5552>true,CheckMalePart,2023-04-06 14:56:40+00:00,?,0.00149454,,,,,,,0.023,,,,
e_checkMale_5798>true,CheckMalePart,2023-04-06 14:56:50+00:00,?,0.00136458,,,,,,,0.021,,,,
e_checkFemale_5031>true,CheckFemalePart,2023-04-06 14:57:00+00:00,?,0.00214434,,,,,,,0.033,,,,
e_assembly_5031,AssembleHinge,2023-04-06 14:57:11+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5647>true,CheckMalePart,2023-04-06 14:57:11+00:00,?,0.00240426,,,,,,,0.037,,,,
e_checkFemale_5639>true,CheckFemalePart,2023-04-06 14:57:21+00:00,?,0.0022743,,,,,,,0.035,,,,
e_assembly_5639,AssembleHinge,2023-04-06 14:57:31+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5570>true,CheckMalePart,2023-04-06 14:57:31+00:00,?,0.00175446,,,,,,,0.027,,,,
e_checkFemale_5516>true,CheckFemalePart,2023-04-06 14:57:42+00:00,?,6.498E~05,,,,,,,0.001,,,,
e_assembly_5516,AssembleHinge,2023-04-06 14:57:52+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5657>true,CheckFemalePart,2023-04-06 14:57:52+00:00,?,0.00181944,,,,,,,0.028,,,,
e_assembly_5657,AssembleHinge,2023-04-06 14:58:02+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5593>true,CheckMalePart,2023-04-06 14:58:02+00:00,?,0.00116964,,,,,,,0.018,,,,
e_checkFemale_5522>true,CheckFemalePart,2023-04-06 14:58:13+00:00,?,0.0003249,,,,,,,0.005,,,,
e_assembly_5522,AssembleHinge,2023-04-06 14:58:24+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5785>true,CheckFemalePart,2023-04-06 14:58:24+00:00,?,0.00175446,,,,,,,0.027,,,,
e_assembly_5785,AssembleHinge,2023-04-06 14:58:34+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5829>true,CheckMalePart,2023-04-06 14:58:34+00:00,?,0.0,,,,,,,0.0,,,,
e_checkFemale_4959>true,CheckFemalePart,2023-04-06 14:58:44+00:00,?,0.0006498,,,,,,,0.01,,,,
e_assembly_4959,AssembleHinge,2023-04-06 14:58:55+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5619>true,CheckMalePart,2023-04-06 14:58:55+00:00,?,0.00077976,,,,,,,0.012,,,,
e_checkFemale_5616>true,CheckFemalePart,2023-04-06 14:59:05+00:00,?,0.0019494,,,,,,,0.03,,,,
e_assembly_5616,AssembleHinge,2023-04-06 14:59:16+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5722>true,CheckMalePart,2023-04-06 14:59:16+00:00,?,0.00012996,,,,,,,0.002,,,,
e_packhinges_272,PackHinges,2023-04-06 14:59:22+00:00,29.8027846255,0.03593,,,,,,,,,,,0.05
e_checkMale_5218>true,CheckMalePart,2023-04-06 14:59:27+00:00,?,0.00149454,,,,,,,0.023,,,,
e_checkFemale_5214>true,CheckFemalePart,2023-04-06 14:59:38+00:00,?,0.00025992,,,,,,,0.004,,,,
e_assembly_5214,AssembleHinge,2023-04-06 14:59:48+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5414>true,CheckMalePart,2023-04-06 14:59:48+00:00,?,0.00084474,,,,,,,0.013,,,,
e_checkMale_5289>true,CheckMalePart,2023-04-06 14:59:58+00:00,?,0.00188442,,,,,,,0.029,,,,
e_checkFemale_5825>true,CheckFemalePart,2023-04-06 15:00:08+00:00,?,0.00201438,,,,,,,0.031,,,,
e_assembly_5825,AssembleHinge,2023-04-06 15:00:18+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5551>true,CheckFemalePart,2023-04-06 15:00:18+00:00,?,0.00012996,,,,,,,0.002,,,,
e_assembly_5551,AssembleHinge,2023-04-06 15:00:29+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5642>true,CheckMalePart,2023-04-06 15:00:29+00:00,?,0.0,,,,,,,0.0,,,,
e_checkFemale_5082>true,CheckFemalePart,2023-04-06 15:00:39+00:00,?,6.498E~05,,,,,,,0.001,,,,
e_assembly_5082,AssembleHinge,2023-04-06 15:00:50+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5235>true,CheckFemalePart,2023-04-06 15:00:50+00:00,?,0.0016245,,,,,,,0.025,,,,
e_assembly_5235,AssembleHinge,2023-04-06 15:01:00+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5584>true,CheckFemalePart,2023-04-06 15:01:00+00:00,?,0.00240426,,,,,,,0.037,,,,
e_assembly_5584,AssembleHinge,2023-04-06 15:01:11+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5312>true,CheckFemalePart,2023-04-06 15:01:11+00:00,?,0.0012996,,,,,,,0.02,,,,
e_assembly_5312,AssembleHinge,2023-04-06 15:01:21+00:00,5.0,?,,,,,,,,,,,
e_checkMale_4915>true,CheckMalePart,2023-04-06 15:01:21+00:00,?,0.00071478,,,,,,,0.011,,,,
e_checkMale_5103>true,CheckMalePart,2023-04-06 15:01:31+00:00,?,0.0016245,,,,,,,0.025,,,,
e_checkMale_5670>true,CheckMalePart,2023-04-06 15:01:42+00:00,?,0.00155952,,,,,,,0.024,,,,
e_checkFemale_5373>true,CheckFemalePart,2023-04-06 15:01:52+00:00,?,0.0016245,,,,,,,0.025,,,,
e_assembly_5373,AssembleHinge,2023-04-06 15:02:03+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5257>true,CheckFemalePart,2023-04-06 15:02:03+00:00,?,0.00038988,,,,,,,0.006,,,,
e_assembly_5257,AssembleHinge,2023-04-06 15:02:13+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5755>true,CheckMalePart,2023-04-06 15:02:13+00:00,?,0.00123462,,,,,,,0.019,,,,
e_checkFemale_5385>true,CheckFemalePart,2023-04-06 15:02:25+00:00,?,0.0,,,,,,,0.0,,,,
e_assembly_5385,AssembleHinge,2023-04-06 15:02:35+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5128>true,CheckFemalePart,2023-04-06 15:02:35+00:00,?,0.00214434,,,,,,,0.033,,,,
e_packhinges_273,PackHinges,2023-04-06 15:02:41+00:00,30.1382838455,0.03593,,,,,,,,,,,0.05
e_assembly_5128,AssembleHinge,2023-04-06 15:02:46+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5286>true,CheckFemalePart,2023-04-06 15:02:46+00:00,?,0.00084474,,,,,,,0.013,,,,
e_assembly_5286,AssembleHinge,2023-04-06 15:02:56+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5371>true,CheckMalePart,2023-04-06 15:02:56+00:00,?,0.00142956,,,,,,,0.022,,,,
e_checkMale_5150>true,CheckMalePart,2023-04-06 15:03:06+00:00,?,0.00084474,,,,,,,0.013,,,,
e_checkFemale_5498>true,CheckFemalePart,2023-04-06 15:03:17+00:00,?,0.0006498,,,,,,,0.01,,,,
e_assembly_5498,AssembleHinge,2023-04-06 15:03:27+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5398>true,CheckFemalePart,2023-04-06 15:03:27+00:00,?,6.498E~05,,,,,,,0.001,,,,
e_assembly_5398,AssembleHinge,2023-04-06 15:03:38+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5134>true,CheckFemalePart,2023-04-06 15:03:38+00:00,?,0.00084474,,,,,,,0.013,,,,
e_assembly_5134,AssembleHinge,2023-04-06 15:03:48+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5474>true,CheckMalePart,2023-04-06 15:03:48+00:00,?,0.00123462,,,,,,,0.019,,,,
e_checkMale_5609>true,CheckMalePart,2023-04-06 15:03:58+00:00,?,0.00077976,,,,,,,0.012,,,,
e_checkFemale_5135>true,CheckFemalePart,2023-04-06 15:04:09+00:00,?,0.00220932,,,,,,,0.034,,,,
e_assembly_5135,AssembleHinge,2023-04-06 15:04:19+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5630>true,CheckMalePart,2023-04-06 15:04:19+00:00,?,0.00155952,,,,,,,0.024,,,,
e_checkMale_5377>true,CheckMalePart,2023-04-06 15:04:29+00:00,?,0.00090972,,,,,,,0.014,,,,
e_checkFemale_5591>true,CheckFemalePart,2023-04-06 15:04:40+00:00,?,0.00181944,,,,,,,0.028,,,,
e_assembly_5591,AssembleHinge,2023-04-06 15:04:50+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5534>true,CheckMalePart,2023-04-06 15:04:50+00:00,?,0.00142956,,,,,,,0.022,,,,
e_checkMale_5319>true,CheckMalePart,2023-04-06 15:05:01+00:00,?,0.0012996,,,,,,,0.02,,,,
e_checkMale_5163>true,CheckMalePart,2023-04-06 15:05:11+00:00,?,0.00149454,,,,,,,0.023,,,,
e_checkMale_5417>true,CheckMalePart,2023-04-06 15:05:22+00:00,?,0.00084474,,,,,,,0.013,,,,
e_checkMale_5270>true,CheckMalePart,2023-04-06 15:05:32+00:00,?,0.00077976,,,,,,,0.012,,,,
e_checkFemale_5043>true,CheckFemalePart,2023-04-06 15:05:42+00:00,?,0.00116964,,,,,,,0.018,,,,
e_assembly_5043,AssembleHinge,2023-04-06 15:05:52+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5455>true,CheckMalePart,2023-04-06 15:05:52+00:00,?,0.0025992,,,,,,,0.04,,,,
e_checkFemale_5797>true,CheckFemalePart,2023-04-06 15:06:02+00:00,?,0.00090972,,,,,,,0.014,,,,
e_assembly_5797,AssembleHinge,2023-04-06 15:06:13+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5714>true,CheckMalePart,2023-04-06 15:06:13+00:00,?,0.0016245,,,,,,,0.025,,,,
e_checkMale_5585>true,CheckMalePart,2023-04-06 15:06:23+00:00,?,0.00058482,,,,,,,0.009,,,,
e_checkMale_5545>true,CheckMalePart,2023-04-06 15:06:33+00:00,?,0.00090972,,,,,,,0.014,,,,
e_checkMale_5338>true,CheckMalePart,2023-04-06 15:06:44+00:00,?,0.0009747,,,,,,,0.015,,,,
e_checkFemale_5715>true,CheckFemalePart,2023-04-06 15:06:54+00:00,?,0.00116964,,,,,,,0.018,,,,
e_assembly_5715,AssembleHinge,2023-04-06 15:07:05+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5760>true,CheckMalePart,2023-04-06 15:07:05+00:00,?,0.00116964,,,,,,,0.018,,,,
e_packhinges_274,PackHinges,2023-04-06 15:07:11+00:00,29.8727097866,0.03593,,,,,,,,,,,0.05
e_checkMale_5342>true,CheckMalePart,2023-04-06 15:07:15+00:00,?,0.00149454,,,,,,,0.023,,,,
e_checkFemale_5426>true,CheckFemalePart,2023-04-06 15:07:25+00:00,?,0.00116964,,,,,,,0.018,,,,
e_assembly_5426,AssembleHinge,2023-04-06 15:07:36+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5340>true,CheckMalePart,2023-04-06 15:07:36+00:00,?,0.00090972,,,,,,,0.014,,,,
e_checkFemale_5034>true,CheckFemalePart,2023-04-06 15:07:46+00:00,?,0.00077976,,,,,,,0.012,,,,
e_assembly_5034,AssembleHinge,2023-04-06 15:07:56+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5661>true,CheckFemalePart,2023-04-06 15:07:56+00:00,?,0.00220932,,,,,,,0.034,,,,
e_assembly_5661,AssembleHinge,2023-04-06 15:08:07+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5518>true,CheckFemalePart,2023-04-06 15:08:07+00:00,?,0.00214434,,,,,,,0.033,,,,
e_assembly_5518,AssembleHinge,2023-04-06 15:08:17+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5692>true,CheckMalePart,2023-04-06 15:08:17+00:00,?,0.0009747,,,,,,,0.015,,,,
e_checkMale_5769>true,CheckMalePart,2023-04-06 15:08:27+00:00,?,0.00090972,,,,,,,0.014,,,,
e_checkMale_5073>true,CheckMalePart,2023-04-06 15:08:38+00:00,?,0.00071478,,,,,,,0.011,,,,
e_checkFemale_5193>true,CheckFemalePart,2023-04-06 15:08:48+00:00,?,0.00051984,,,,,,,0.008,,,,
e_assembly_5193,AssembleHinge,2023-04-06 15:08:58+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5833>true,CheckFemalePart,2023-04-06 15:08:58+00:00,?,0.00058482,,,,,,,0.009,,,,
e_assembly_5833,AssembleHinge,2023-04-06 15:09:09+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5346>true,CheckFemalePart,2023-04-06 15:09:09+00:00,?,0.00136458,,,,,,,0.021,,,,
e_assembly_5346,AssembleHinge,2023-04-06 15:09:19+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5250>true,CheckMalePart,2023-04-06 15:09:19+00:00,?,0.00123462,,,,,,,0.019,,,,
e_checkMale_5459>true,CheckMalePart,2023-04-06 15:09:29+00:00,?,0.0022743,,,,,,,0.035,,,,
e_checkMale_5505>true,CheckMalePart,2023-04-06 15:09:40+00:00,?,0.00045486,,,,,,,0.007,,,,
e_checkMale_5511>true,CheckMalePart,2023-04-06 15:09:50+00:00,?,0.00220932,,,,,,,0.034,,,,
e_checkMale_5023>true,CheckMalePart,2023-04-06 15:10:00+00:00,?,0.00038988,,,,,,,0.006,,,,
e_checkMale_5821>true,CheckMalePart,2023-04-06 15:10:11+00:00,?,0.00084474,,,,,,,0.013,,,,
e_checkFemale_5490>true,CheckFemalePart,2023-04-06 15:10:21+00:00,?,0.00090972,,,,,,,0.014,,,,
e_assembly_5490,AssembleHinge,2023-04-06 15:10:31+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5635>true,CheckMalePart,2023-04-06 15:10:31+00:00,?,0.00116964,,,,,,,0.018,,,,
e_checkMale_5702>true,CheckMalePart,2023-04-06 15:10:42+00:00,?,0.0009747,,,,,,,0.015,,,,
e_checkMale_5317>true,CheckMalePart,2023-04-06 15:10:52+00:00,?,0.00123462,,,,,,,0.019,,,,
e_checkMale_5841>true,CheckMalePart,2023-04-06 15:11:03+00:00,?,0.00201438,,,,,,,0.031,,,,
e_checkMale_5105>true,CheckMalePart,2023-04-06 15:11:13+00:00,?,0.00181944,,,,,,,0.028,,,,
e_checkFemale_5347>true,CheckFemalePart,2023-04-06 15:11:23+00:00,?,0.00077976,,,,,,,0.012,,,,
e_assembly_5347,AssembleHinge,2023-04-06 15:11:34+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5748>true,CheckFemalePart,2023-04-06 15:11:34+00:00,?,0.00045486,,,,,,,0.007,,,,
e_assembly_5748,AssembleHinge,2023-04-06 15:11:44+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5229>true,CheckFemalePart,2023-04-06 15:11:44+00:00,?,0.00090972,,,,,,,0.014,,,,
e_packhinges_275,PackHinges,2023-04-06 15:11:50+00:00,30.0135940873,0.03593,,,,,,,,,,,0.05
e_assembly_5229,AssembleHinge,2023-04-06 15:11:55+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5220>true,CheckMalePart,2023-04-06 15:11:55+00:00,?,0.00110466,,,,,,,0.017,,,,
e_checkFemale_5744>true,CheckFemalePart,2023-04-06 15:12:05+00:00,?,0.0012996,,,,,,,0.02,,,,
e_assembly_5744,AssembleHinge,2023-04-06 15:12:15+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5436>true,CheckFemalePart,2023-04-06 15:12:15+00:00,?,0.00181944,,,,,,,0.028,,,,
e_assembly_5436,AssembleHinge,2023-04-06 15:12:26+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5391>true,CheckFemalePart,2023-04-06 15:12:26+00:00,?,0.00220932,,,,,,,0.034,,,,
e_assembly_5391,AssembleHinge,2023-04-06 15:12:37+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5331>true,CheckFemalePart,2023-04-06 15:12:37+00:00,?,0.00214434,,,,,,,0.033,,,,
e_assembly_5331,AssembleHinge,2023-04-06 15:12:47+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5526>true,CheckFemalePart,2023-04-06 15:12:47+00:00,?,0.00103968,,,,,,,0.016,,,,
e_assembly_5526,AssembleHinge,2023-04-06 15:12:57+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5678>true,CheckMalePart,2023-04-06 15:12:57+00:00,?,0.0016245,,,,,,,0.025,,,,
e_checkMale_5699>true,CheckMalePart,2023-04-06 15:13:08+00:00,?,0.00090972,,,,,,,0.014,,,,
e_checkFemale_5127>true,CheckFemalePart,2023-04-06 15:13:18+00:00,?,0.00090972,,,,,,,0.014,,,,
e_assembly_5127,AssembleHinge,2023-04-06 15:13:29+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5581>true,CheckFemalePart,2023-04-06 15:13:29+00:00,?,0.00142956,,,,,,,0.022,,,,
e_assembly_5581,AssembleHinge,2023-04-06 15:13:40+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5696>true,CheckMalePart,2023-04-06 15:13:40+00:00,?,0.00012996,,,,,,,0.002,,,,
e_checkFemale_5673>true,CheckFemalePart,2023-04-06 15:13:50+00:00,?,0.00168948,,,,,,,0.026,,,,
e_assembly_5673,AssembleHinge,2023-04-06 15:14:01+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5422>true,CheckFemalePart,2023-04-06 15:14:01+00:00,?,0.00253422,,,,,,,0.039,,,,
e_assembly_5422,AssembleHinge,2023-04-06 15:14:11+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5595>true,CheckFemalePart,2023-04-06 15:14:11+00:00,?,0.0012996,,,,,,,0.02,,,,
e_packhinges_276,PackHinges,2023-04-06 15:14:17+00:00,30.4195522252,0.03593,,,,,,,,,,,0.05
e_assembly_5595,AssembleHinge,2023-04-06 15:14:22+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5541>true,CheckFemalePart,2023-04-06 15:14:22+00:00,?,0.00136458,,,,,,,0.021,,,,
e_assembly_5541,AssembleHinge,2023-04-06 15:14:32+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_4968>true,CheckFemalePart,2023-04-06 15:14:32+00:00,?,0.00077976,,,,,,,0.012,,,,
e_assembly_4968,AssembleHinge,2023-04-06 15:14:43+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5607>true,CheckMalePart,2023-04-06 15:14:43+00:00,?,0.00110466,,,,,,,0.017,,,,
e_checkMale_5679>true,CheckMalePart,2023-04-06 15:14:54+00:00,?,0.00071478,,,,,,,0.011,,,,
e_checkMale_5140>true,CheckMalePart,2023-04-06 15:15:04+00:00,?,0.00038988,,,,,,,0.006,,,,
e_checkMale_5571>true,CheckMalePart,2023-04-06 15:15:15+00:00,?,0.00103968,,,,,,,0.016,,,,
e_checkMale_5318>true,CheckMalePart,2023-04-06 15:15:25+00:00,?,0.00285912,,,,,,,0.044,,,,
e_checkMale_5305>true,CheckMalePart,2023-04-06 15:15:35+00:00,?,0.0019494,,,,,,,0.03,,,,
e_checkMale_5453>true,CheckMalePart,2023-04-06 15:15:45+00:00,?,0.00116964,,,,,,,0.018,,,,
e_checkFemale_5449>true,CheckFemalePart,2023-04-06 15:15:56+00:00,?,0.00038988,,,,,,,0.006,,,,
e_assembly_5449,AssembleHinge,2023-04-06 15:16:07+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5697>true,CheckMalePart,2023-04-06 15:16:07+00:00,?,0.00077976,,,,,,,0.012,,,,
e_checkFemale_5787>true,CheckFemalePart,2023-04-06 15:16:17+00:00,?,0.00168948,,,,,,,0.026,,,,
e_assembly_5787,AssembleHinge,2023-04-06 15:16:27+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5311>true,CheckFemalePart,2023-04-06 15:16:27+00:00,?,0.0016245,,,,,,,0.025,,,,
e_assembly_5311,AssembleHinge,2023-04-06 15:16:38+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5292>true,CheckMalePart,2023-04-06 15:16:38+00:00,?,0.00123462,,,,,,,0.019,,,,
e_checkFemale_5827>true,CheckFemalePart,2023-04-06 15:16:48+00:00,?,0.00175446,,,,,,,0.027,,,,
e_assembly_5827,AssembleHinge,2023-04-06 15:16:59+00:00,5.0,?,,,,,,,,,,,
