ocel:oid,ocel:type,m_metadata,p_mass[kg],p_material[EN10130:2006],s_co2e[kg],i_steel-waste[kg],P_electric-from-grid-de[kWh],P_gas-from-grid-de[m3],p_init-len[cm],p_width[cm],i_material-cold-rolled-steel[kg],i_steel-waste-to-recycle[kg],i_material-steel-pin[kg],P_compressed-air[m3]
o_steelsheet_368,SteelSheet,,0.0211,DC01,0,,,,,,,,,
o_steelsheet_369,SteelSheet,,0.02114,DC01,0,,,,,,,,,
o_steelsheet_370,SteelSheet,,0.02107,DC01,0,,,,,,,,,
o_steelsheet_371,SteelSheet,,0.0213,DC01,0,,,,,,,,,
o_steelsheet_372,SteelSheet,,0.02118,DC01,0,,,,,,,,,
o_steelsheet_373,SteelSheet,,0.02104,DC01,0,,,,,,,,,
o_steelsheet_374,SteelSheet,,0.02116,DC01,0,,,,,,,,,
o_steelsheet_375,SteelSheet,,0.02107,DC01,0,,,,,,,,,
o_steelsheet_376,SteelSheet,,0.0212,DC01,0,,,,,,,,,
o_steelsheet_377,SteelSheet,,0.0211,DC01,0,,,,,,,,,
o_steelsheet_378,SteelSheet,,0.02112,DC01,0,,,,,,,,,
o_steelsheet_379,SteelSheet,,0.02104,DC01,0,,,,,,,,,
o_steelsheet_380,SteelSheet,,0.02122,DC01,0,,,,,,,,,
o_steelsheet_381,SteelSheet,,0.02123,DC01,0,,,,,,,,,
o_steelsheet_382,SteelSheet,,0.02106,DC01,0,,,,,,,,,
o_steelsheet_383,SteelSheet,,0.02103,DC01,0,,,,,,,,,
o_steelsheet_384,SteelSheet,,0.0212,DC01,0,,,,,,,,,
o_steelsheet_385,SteelSheet,,0.02127,DC01,0,,,,,,,,,
o_steelsheet_386,SteelSheet,,0.02117,DC01,0,,,,,,,,,
o_steelsheet_387,SteelSheet,,0.02123,DC01,0,,,,,,,,,
o_steelsheet_388,SteelSheet,,0.02121,DC01,0,,,,,,,,,
o_steelsheet_389,SteelSheet,,0.02122,DC01,0,,,,,,,,,
o_steelsheet_390,SteelSheet,,0.0214,DC01,0,,,,,,,,,
o_steelsheet_391,SteelSheet,,0.02133,DC01,0,,,,,,,,,
o_steelsheet_392,SteelSheet,,0.02115,DC01,0,,,,,,,,,
o_steelsheet_393,SteelSheet,,0.02135,DC01,0,,,,,,,,,
o_steelsheet_394,SteelSheet,,0.02116,DC01,0,,,,,,,,,
o_steelsheet_395,SteelSheet,,0.02095,DC01,0,,,,,,,,,
o_steelsheet_396,SteelSheet,,0.02102,DC01,0,,,,,,,,,
o_steelsheet_397,SteelSheet,,0.02128,DC01,0,,,,,,,,,
o_steelsheet_398,SteelSheet,,0.02131,DC01,0,,,,,,,,,
o_steelsheet_399,SteelSheet,,0.02127,DC01,0,,,,,,,,,
o_steelsheet_400,SteelSheet,,0.0212,DC01,0,,,,,,,,,
o_steelsheet_401,SteelSheet,,0.0212,DC01,0,,,,,,,,,
o_steelsheet_402,SteelSheet,,0.02111,DC01,0,,,,,,,,,
o_steelsheet_403,SteelSheet,,0.0211,DC01,0,,,,,,,,,
o_steelsheet_404,SteelSheet,,0.02118,DC01,0,,,,,,,,,
o_steelsheet_405,SteelSheet,,0.02118,DC01,0,,,,,,,,,
o_steelsheet_406,SteelSheet,,0.02114,DC01,0,,,,,,,,,
o_steelsheet_407,SteelSheet,,0.02123,DC01,0,,,,,,,,,
o_steelsheet_408,SteelSheet,,0.02116,DC01,0,,,,,,,,,
o_steelsheet_409,SteelSheet,,0.02126,DC01,0,,,,,,,,,
o_steelsheet_410,SteelSheet,,0.02115,DC01,0,,,,,,,,,
o_steelsheet_411,SteelSheet,,0.02138,DC01,0,,,,,,,,,
o_steelsheet_412,SteelSheet,,0.02119,DC01,0,,,,,,,,,
o_steelsheet_413,SteelSheet,,0.02115,DC01,0,,,,,,,,,
o_steelsheet_414,SteelSheet,,0.02132,DC01,0,,,,,,,,,
o_steelsheet_415,SteelSheet,,0.02135,DC01,0,,,,,,,,,
o_steelsheet_416,SteelSheet,,0.02114,DC01,0,,,,,,,,,
o_steelsheet_417,SteelSheet,,0.02117,DC01,0,,,,,,,,,
o_steelsheet_418,SteelSheet,,0.02123,DC01,0,,,,,,,,,
o_steelsheet_419,SteelSheet,,0.02118,DC01,0,,,,,,,,,
o_steelsheet_420,SteelSheet,,0.0211,DC01,0,,,,,,,,,
o_steelsheet_421,SteelSheet,,0.02113,DC01,0,,,,,,,,,
o_steelsheet_422,SteelSheet,,0.02114,DC01,0,,,,,,,,,
o_steelsheet_423,SteelSheet,,0.02133,DC01,0,,,,,,,,,
o_steelsheet_424,SteelSheet,,0.02127,DC01,0,,,,,,,,,
o_steelsheet_425,SteelSheet,,0.02112,DC01,0,,,,,,,,,
o_steelsheet_426,SteelSheet,,0.02112,DC01,0,,,,,,,,,
o_steelsheet_427,SteelSheet,,0.02122,DC01,0,,,,,,,,,
o_steelsheet_428,SteelSheet,,0.02119,DC01,0,,,,,,,,,
o_steelsheet_429,SteelSheet,,0.02124,DC01,0,,,,,,,,,
o_steelsheet_430,SteelSheet,,0.02111,DC01,0,,,,,,,,,
o_steelsheet_431,SteelSheet,,0.02106,DC01,0,,,,,,,,,
o_steelsheet_432,SteelSheet,,0.02128,DC01,0,,,,,,,,,
o_steelsheet_433,SteelSheet,,0.02122,DC01,0,,,,,,,,,
o_steelsheet_434,SteelSheet,,0.02102,DC01,0,,,,,,,,,
o_steelsheet_435,SteelSheet,,0.02112,DC01,0,,,,,,,,,
o_steelsheet_436,SteelSheet,,0.0215,DC01,0,,,,,,,,,
o_steelsheet_437,SteelSheet,,0.02123,DC01,0,,,,,,,,,
o_steelsheet_438,SteelSheet,,0.02123,DC01,0,,,,,,,,,
o_steelsheet_439,SteelSheet,,0.02116,DC01,0,,,,,,,,,
o_steelsheet_440,SteelSheet,,0.02114,DC01,0,,,,,,,,,
o_steelsheet_441,SteelSheet,,0.02114,DC01,0,,,,,,,,,
o_steelsheet_442,SteelSheet,,0.02116,DC01,0,,,,,,,,,
o_steelsheet_443,SteelSheet,,0.0213,DC01,0,,,,,,,,,
o_steelsheet_444,SteelSheet,,0.02127,DC01,0,,,,,,,,,
o_steelsheet_445,SteelSheet,,0.02132,DC01,0,,,,,,,,,
o_steelsheet_446,SteelSheet,,0.02111,DC01,0,,,,,,,,,
o_steelsheet_447,SteelSheet,,0.02123,DC01,0,,,,,,,,,
o_steelsheet_448,SteelSheet,,0.021,DC01,0,,,,,,,,,
o_steelsheet_449,SteelSheet,,0.02094,DC01,0,,,,,,,,,
o_steelsheet_450,SteelSheet,,0.02126,DC01,0,,,,,,,,,
o_steelsheet_451,SteelSheet,,0.02113,DC01,0,,,,,,,,,
o_steelsheet_452,SteelSheet,,0.02129,DC01,0,,,,,,,,,
o_steelsheet_453,SteelSheet,,0.02106,DC01,0,,,,,,,,,
o_steelsheet_454,SteelSheet,,0.02145,DC01,0,,,,,,,,,
o_steelsheet_455,SteelSheet,,0.02109,DC01,0,,,,,,,,,
o_steelsheet_456,SteelSheet,,0.02125,DC01,0,,,,,,,,,
o_steelsheet_457,SteelSheet,,0.02122,DC01,0,,,,,,,,,
o_steelsheet_458,SteelSheet,,0.02112,DC01,0,,,,,,,,,
o_steelsheet_459,SteelSheet,,0.02109,DC01,0,,,,,,,,,
o_steelsheet_460,SteelSheet,,0.02118,DC01,0,,,,,,,,,
o_steelsheet_461,SteelSheet,,0.02101,DC01,0,,,,,,,,,
o_steelsheet_462,SteelSheet,,0.02121,DC01,0,,,,,,,,,
o_steelsheet_463,SteelSheet,,0.02114,DC01,0,,,,,,,,,
o_steelsheet_464,SteelSheet,,0.02117,DC01,0,,,,,,,,,
o_steelsheet_465,SteelSheet,,0.02123,DC01,0,,,,,,,,,
o_steelsheet_466,SteelSheet,,0.02129,DC01,0,,,,,,,,,
o_steelsheet_467,SteelSheet,,0.02119,DC01,0,,,,,,,,,
o_steelsheet_468,SteelSheet,,0.02117,DC01,0,,,,,,,,,
o_steelsheet_469,SteelSheet,,0.02122,DC01,0,,,,,,,,,
o_steelsheet_470,SteelSheet,,0.02118,DC01,0,,,,,,,,,
o_steelsheet_471,SteelSheet,,0.02109,DC01,0,,,,,,,,,
o_steelsheet_472,SteelSheet,,0.02117,DC01,0,,,,,,,,,
o_steelsheet_473,SteelSheet,,0.02124,DC01,0,,,,,,,,,
o_steelsheet_474,SteelSheet,,0.0213,DC01,0,,,,,,,,,
o_steelsheet_475,SteelSheet,,0.02123,DC01,0,,,,,,,,,
o_steelsheet_476,SteelSheet,,0.02115,DC01,0,,,,,,,,,
o_steelsheet_477,SteelSheet,,0.02118,DC01,0,,,,,,,,,
o_steelsheet_478,SteelSheet,,0.0213,DC01,0,,,,,,,,,
o_steelsheet_479,SteelSheet,,0.02109,DC01,0,,,,,,,,,
o_steelsheet_480,SteelSheet,,0.02117,DC01,0,,,,,,,,,
o_steelsheet_481,SteelSheet,,0.0209,DC01,0,,,,,,,,,
o_steelsheet_482,SteelSheet,,0.02109,DC01,0,,,,,,,,,
o_steelsheet_483,SteelSheet,,0.0209,DC01,0,,,,,,,,,
o_steelsheet_484,SteelSheet,,0.02119,DC01,0,,,,,,,,,
o_steelsheet_485,SteelSheet,,0.02098,DC01,0,,,,,,,,,
o_steelsheet_486,SteelSheet,,0.02105,DC01,0,,,,,,,,,
o_steelsheet_487,SteelSheet,,0.02102,DC01,0,,,,,,,,,
o_steelsheet_488,SteelSheet,,0.02113,DC01,0,,,,,,,,,
o_steelsheet_489,SteelSheet,,0.02116,DC01,0,,,,,,,,,
o_steelsheet_490,SteelSheet,,0.02109,DC01,0,,,,,,,,,
o_steelsheet_491,SteelSheet,,0.02116,DC01,0,,,,,,,,,
o_steelsheet_492,SteelSheet,,0.02125,DC01,0,,,,,,,,,
o_steelsheet_493,SteelSheet,,0.02117,DC01,0,,,,,,,,,
o_steelsheet_494,SteelSheet,,0.02108,DC01,0,,,,,,,,,
o_steelsheet_495,SteelSheet,,0.02122,DC01,0,,,,,,,,,
o_steelsheet_496,SteelSheet,,0.02125,DC01,0,,,,,,,,,
o_steelsheet_497,SteelSheet,,0.02106,DC01,0,,,,,,,,,
o_steelsheet_498,SteelSheet,,0.02108,DC01,0,,,,,,,,,
o_steelsheet_499,SteelSheet,,0.02127,DC01,0,,,,,,,,,
o_steelsheet_500,SteelSheet,,0.02107,DC01,0,,,,,,,,,
o_steelsheet_501,SteelSheet,,0.02117,DC01,0,,,,,,,,,
o_steelsheet_502,SteelSheet,,0.0212,DC01,0,,,,,,,,,
o_steelsheet_503,SteelSheet,,0.02131,DC01,0,,,,,,,,,
o_steelsheet_504,SteelSheet,,0.02098,DC01,0,,,,,,,,,
o_steelsheet_505,SteelSheet,,0.02108,DC01,0,,,,,,,,,
o_steelsheet_506,SteelSheet,,0.02122,DC01,0,,,,,,,,,
o_steelsheet_507,SteelSheet,,0.02123,DC01,0,,,,,,,,,
o_steelsheet_508,SteelSheet,,0.02115,DC01,0,,,,,,,,,
o_steelsheet_509,SteelSheet,,0.02138,DC01,0,,,,,,,,,
o_steelsheet_510,SteelSheet,,0.021,DC01,0,,,,,,,,,
o_steelsheet_511,SteelSheet,,0.02125,DC01,0,,,,,,,,,
o_steelsheet_512,SteelSheet,,0.0211,DC01,0,,,,,,,,,
o_steelsheet_513,SteelSheet,,0.02124,DC01,0,,,,,,,,,
o_steelsheet_514,SteelSheet,,0.02105,DC01,0,,,,,,,,,
o_steelsheet_515,SteelSheet,,0.02128,DC01,0,,,,,,,,,
o_steelsheet_516,SteelSheet,,0.02114,DC01,0,,,,,,,,,
o_steelsheet_517,SteelSheet,,0.02119,DC01,0,,,,,,,,,
o_steelsheet_518,SteelSheet,,0.02137,DC01,0,,,,,,,,,
o_steelsheet_519,SteelSheet,,0.02128,DC01,0,,,,,,,,,
o_steelsheet_520,SteelSheet,,0.02122,DC01,0,,,,,,,,,
o_steelsheet_521,SteelSheet,,0.02143,DC01,0,,,,,,,,,
o_steelsheet_522,SteelSheet,,0.02112,DC01,0,,,,,,,,,
o_steelsheet_523,SteelSheet,,0.02098,DC01,0,,,,,,,,,
o_steelsheet_524,SteelSheet,,0.0211,DC01,0,,,,,,,,,
o_steelsheet_525,SteelSheet,,0.02129,DC01,0,,,,,,,,,
o_steelsheet_526,SteelSheet,,0.0213,DC01,0,,,,,,,,,
o_steelsheet_527,SteelSheet,,0.02138,DC01,0,,,,,,,,,
o_steelsheet_528,SteelSheet,,0.02115,DC01,0,,,,,,,,,
o_steelsheet_529,SteelSheet,,0.02124,DC01,0,,,,,,,,,
o_steelsheet_530,SteelSheet,,0.02126,DC01,0,,,,,,,,,
o_steelsheet_531,SteelSheet,,0.02102,DC01,0,,,,,,,,,
o_steelsheet_532,SteelSheet,,0.0211,DC01,0,,,,,,,,,
o_steelsheet_533,SteelSheet,,0.02104,DC01,0,,,,,,,,,
o_steelsheet_534,SteelSheet,,0.0214,DC01,0,,,,,,,,,
o_steelsheet_535,SteelSheet,,0.0212,DC01,0,,,,,,,,,
o_steelsheet_536,SteelSheet,,0.02113,DC01,0,,,,,,,,,
o_steelsheet_537,SteelSheet,,0.021,DC01,0,,,,,,,,,
o_steelsheet_538,SteelSheet,,0.02108,DC01,0,,,,,,,,,
o_steelsheet_539,SteelSheet,,0.02096,DC01,0,,,,,,,,,
o_steelsheet_540,SteelSheet,,0.02114,DC01,0,,,,,,,,,
o_steelsheet_541,SteelSheet,,0.02096,DC01,0,,,,,,,,,
o_steelsheet_542,SteelSheet,,0.02094,DC01,0,,,,,,,,,
o_steelsheet_543,SteelSheet,,0.02105,DC01,0,,,,,,,,,
o_steelsheet_544,SteelSheet,,0.02099,DC01,0,,,,,,,,,
o_steelsheet_545,SteelSheet,,0.02109,DC01,0,,,,,,,,,
o_steelsheet_546,SteelSheet,,0.02122,DC01,0,,,,,,,,,
o_steelsheet_547,SteelSheet,,0.0212,DC01,0,,,,,,,,,
o_steelsheet_548,SteelSheet,,0.02113,DC01,0,,,,,,,,,
o_steelsheet_549,SteelSheet,,0.02122,DC01,0,,,,,,,,,
o_steelsheet_550,SteelSheet,,0.02117,DC01,0,,,,,,,,,
o_steelsheet_551,SteelSheet,,0.02111,DC01,0,,,,,,,,,
o_steelsheet_552,SteelSheet,,0.02129,DC01,0,,,,,,,,,
o_steelsheet_553,SteelSheet,,0.02113,DC01,0,,,,,,,,,
o_steelsheet_554,SteelSheet,,0.02117,DC01,0,,,,,,,,,
o_steelsheet_555,SteelSheet,,0.02113,DC01,0,,,,,,,,,
o_steelsheet_556,SteelSheet,,0.02124,DC01,0,,,,,,,,,
o_steelsheet_557,SteelSheet,,0.02109,DC01,0,,,,,,,,,
o_steelsheet_558,SteelSheet,,0.02098,DC01,0,,,,,,,,,
o_steelsheet_559,SteelSheet,,0.02128,DC01,0,,,,,,,,,
o_steelsheet_560,SteelSheet,,0.02117,DC01,0,,,,,,,,,
o_steelsheet_561,SteelSheet,,0.02124,DC01,0,,,,,,,,,
o_steelsheet_562,SteelSheet,,0.02118,DC01,0,,,,,,,,,
o_steelsheet_563,SteelSheet,,0.02105,DC01,0,,,,,,,,,
o_steelsheet_564,SteelSheet,,0.02132,DC01,0,,,,,,,,,
o_steelsheet_565,SteelSheet,,0.02122,DC01,0,,,,,,,,,
o_steelsheet_566,SteelSheet,,0.02116,DC01,0,,,,,,,,,
o_steelsheet_567,SteelSheet,,0.02105,DC01,0,,,,,,,,,
o_steelsheet_568,SteelSheet,,0.0212,DC01,0,,,,,,,,,
o_steelsheet_569,SteelSheet,,0.0212,DC01,0,,,,,,,,,
o_steelsheet_570,SteelSheet,,0.0212,DC01,0,,,,,,,,,
o_steelsheet_571,SteelSheet,,0.02132,DC01,0,,,,,,,,,
o_steelsheet_572,SteelSheet,,0.02124,DC01,0,,,,,,,,,
o_steelsheet_573,SteelSheet,,0.02112,DC01,0,,,,,,,,,
o_steelsheet_574,SteelSheet,,0.02121,DC01,0,,,,,,,,,
o_steelsheet_575,SteelSheet,,0.0212,DC01,0,,,,,,,,,
o_steelsheet_576,SteelSheet,,0.02116,DC01,0,,,,,,,,,
o_steelsheet_577,SteelSheet,,0.02128,DC01,0,,,,,,,,,
o_steelsheet_578,SteelSheet,,0.02139,DC01,0,,,,,,,,,
o_steelsheet_579,SteelSheet,,0.02112,DC01,0,,,,,,,,,
o_steelsheet_580,SteelSheet,,0.02124,DC01,0,,,,,,,,,
o_steelsheet_581,SteelSheet,,0.02106,DC01,0,,,,,,,,,
o_steelsheet_582,SteelSheet,,0.02127,DC01,0,,,,,,,,,
o_steelsheet_583,SteelSheet,,0.02103,DC01,0,,,,,,,,,
o_steelsheet_584,SteelSheet,,0.02116,DC01,0,,,,,,,,,
o_steelsheet_585,SteelSheet,,0.02118,DC01,0,,,,,,,,,
o_steelsheet_586,SteelSheet,,0.02105,DC01,0,,,,,,,,,
o_steelsheet_587,SteelSheet,,0.02124,DC01,0,,,,,,,,,
o_steelsheet_588,SteelSheet,,0.02105,DC01,0,,,,,,,,,
o_steelsheet_589,SteelSheet,,0.02139,DC01,0,,,,,,,,,
o_steelsheet_590,SteelSheet,,0.02115,DC01,0,,,,,,,,,
o_steelsheet_591,SteelSheet,,0.02094,DC01,0,,,,,,,,,
o_steelsheet_592,SteelSheet,,0.02096,DC01,0,,,,,,,,,
o_steelsheet_593,SteelSheet,,0.02105,DC01,0,,,,,,,,,
o_steelsheet_594,SteelSheet,,0.02138,DC01,0,,,,,,,,,
o_steelsheet_595,SteelSheet,,0.02109,DC01,0,,,,,,,,,
o_steelsheet_596,SteelSheet,,0.02104,DC01,0,,,,,,,,,
o_steelsheet_597,SteelSheet,,0.02108,DC01,0,,,,,,,,,
o_steelsheet_598,SteelSheet,,0.02128,DC01,0,,,,,,,,,
o_steelsheet_599,SteelSheet,,0.0212,DC01,0,,,,,,,,,
o_steelsheet_600,SteelSheet,,0.02104,DC01,0,,,,,,,,,
o_steelsheet_601,SteelSheet,,0.02141,DC01,0,,,,,,,,,
o_steelsheet_602,SteelSheet,,0.02123,DC01,0,,,,,,,,,
o_steelsheet_603,SteelSheet,,0.02114,DC01,0,,,,,,,,,
o_steelsheet_604,SteelSheet,,0.02126,DC01,0,,,,,,,,,
o_steelsheet_605,SteelSheet,,0.02137,DC01,0,,,,,,,,,
o_steelsheet_606,SteelSheet,,0.02132,DC01,0,,,,,,,,,
o_steelsheet_607,SteelSheet,,0.02108,DC01,0,,,,,,,,,
o_steelsheet_608,SteelSheet,,0.02113,DC01,0,,,,,,,,,
o_steelsheet_609,SteelSheet,,0.02109,DC01,0,,,,,,,,,
o_steelsheet_610,SteelSheet,,0.02107,DC01,0,,,,,,,,,
o_steelsheet_611,SteelSheet,,0.0213,DC01,0,,,,,,,,,
o_steelsheet_612,SteelSheet,,0.02104,DC01,0,,,,,,,,,
o_steelsheet_613,SteelSheet,,0.02117,DC01,0,,,,,,,,,
o_steelsheet_614,SteelSheet,,0.02109,DC01,0,,,,,,,,,
o_steelsheet_615,SteelSheet,,0.0214,DC01,0,,,,,,,,,
o_steelsheet_616,SteelSheet,,0.02119,DC01,0,,,,,,,,,
o_steelsheet_617,SteelSheet,,0.02134,DC01,0,,,,,,,,,
o_steelsheet_618,SteelSheet,,0.0209,DC01,0,,,,,,,,,
o_steelsheet_619,SteelSheet,,0.02126,DC01,0,,,,,,,,,
o_steelsheet_620,SteelSheet,,0.02132,DC01,0,,,,,,,,,
o_steelsheet_621,SteelSheet,,0.02088,DC01,0,,,,,,,,,
o_steelsheet_622,SteelSheet,,0.0212,DC01,0,,,,,,,,,
o_steelsheet_623,SteelSheet,,0.0213,DC01,0,,,,,,,,,
o_steelsheet_624,SteelSheet,,0.02125,DC01,0,,,,,,,,,
o_steelsheet_625,SteelSheet,,0.0212,DC01,0,,,,,,,,,
o_steelsheet_626,SteelSheet,,0.02117,DC01,0,,,,,,,,,
o_steelsheet_627,SteelSheet,,0.02126,DC01,0,,,,,,,,,
o_steelsheet_628,SteelSheet,,0.021,DC01,0,,,,,,,,,
o_steelsheet_629,SteelSheet,,0.0212,DC01,0,,,,,,,,,
o_steelsheet_630,SteelSheet,,0.02113,DC01,0,,,,,,,,,
o_steelsheet_631,SteelSheet,,0.02108,DC01,0,,,,,,,,,
o_steelsheet_632,SteelSheet,,0.02118,DC01,0,,,,,,,,,
o_steelsheet_633,SteelSheet,,0.02094,DC01,0,,,,,,,,,
o_steelsheet_634,SteelSheet,,0.02111,DC01,0,,,,,,,,,
o_steelsheet_635,SteelSheet,,0.02117,DC01,0,,,,,,,,,
o_steelsheet_636,SteelSheet,,0.021,DC01,0,,,,,,,,,
o_steelsheet_637,SteelSheet,,0.02114,DC01,0,,,,,,,,,
o_steelsheet_638,SteelSheet,,0.02094,DC01,0,,,,,,,,,
o_steelsheet_639,SteelSheet,,0.02116,DC01,0,,,,,,,,,
o_steelsheet_640,SteelSheet,,0.02133,DC01,0,,,,,,,,,
o_steelsheet_641,SteelSheet,,0.02123,DC01,0,,,,,,,,,
o_steelsheet_642,SteelSheet,,0.02128,DC01,0,,,,,,,,,
o_steelsheet_643,SteelSheet,,0.02102,DC01,0,,,,,,,,,
o_steelsheet_644,SteelSheet,,0.02121,DC01,0,,,,,,,,,
o_steelsheet_645,SteelSheet,,0.02141,DC01,0,,,,,,,,,
o_steelsheet_646,SteelSheet,,0.02101,DC01,0,,,,,,,,,
o_steelsheet_647,SteelSheet,,0.02119,DC01,0,,,,,,,,,
o_steelsheet_648,SteelSheet,,0.02104,DC01,0,,,,,,,,,
o_steelsheet_649,SteelSheet,,0.02116,DC01,0,,,,,,,,,
o_steelsheet_650,SteelSheet,,0.02126,DC01,0,,,,,,,,,
o_steelsheet_651,SteelSheet,,0.02106,DC01,0,,,,,,,,,
o_steelsheet_652,SteelSheet,,0.0213,DC01,0,,,,,,,,,
o_steelsheet_653,SteelSheet,,0.02122,DC01,0,,,,,,,,,
o_steelsheet_654,SteelSheet,,0.02102,DC01,0,,,,,,,,,
o_steelsheet_655,SteelSheet,,0.02158,DC01,0,,,,,,,,,
o_steelsheet_656,SteelSheet,,0.02102,DC01,0,,,,,,,,,
o_steelsheet_657,SteelSheet,,0.02112,DC01,0,,,,,,,,,
o_steelsheet_658,SteelSheet,,0.0213,DC01,0,,,,,,,,,
o_steelsheet_659,SteelSheet,,0.02114,DC01,0,,,,,,,,,
o_steelsheet_660,SteelSheet,,0.02124,DC01,0,,,,,,,,,
o_steelsheet_661,SteelSheet,,0.02126,DC01,0,,,,,,,,,
o_steelsheet_662,SteelSheet,,0.02126,DC01,0,,,,,,,,,
o_steelsheet_663,SteelSheet,,0.02093,DC01,0,,,,,,,,,
o_steelsheet_664,SteelSheet,,0.02117,DC01,0,,,,,,,,,
o_steelsheet_665,SteelSheet,,0.02137,DC01,0,,,,,,,,,
o_steelsheet_666,SteelSheet,,0.02123,DC01,0,,,,,,,,,
o_steelsheet_667,SteelSheet,,0.02128,DC01,0,,,,,,,,,
o_steelsheet_668,SteelSheet,,0.02129,DC01,0,,,,,,,,,
o_steelsheet_669,SteelSheet,,0.02125,DC01,0,,,,,,,,,
o_steelsheet_670,SteelSheet,,0.02129,DC01,0,,,,,,,,,
o_steelsheet_671,SteelSheet,,0.02128,DC01,0,,,,,,,,,
o_steelsheet_672,SteelSheet,,0.02122,DC01,0,,,,,,,,,
o_steelsheet_673,SteelSheet,,0.02133,DC01,0,,,,,,,,,
o_steelsheet_674,SteelSheet,,0.02105,DC01,0,,,,,,,,,
o_steelsheet_675,SteelSheet,,0.02109,DC01,0,,,,,,,,,
o_steelsheet_676,SteelSheet,,0.02127,DC01,0,,,,,,,,,
o_steelsheet_677,SteelSheet,,0.02127,DC01,0,,,,,,,,,
o_steelsheet_678,SteelSheet,,0.0212,DC01,0,,,,,,,,,
o_steelsheet_679,SteelSheet,,0.02137,DC01,0,,,,,,,,,
o_steelsheet_680,SteelSheet,,0.02112,DC01,0,,,,,,,,,
o_steelsheet_681,SteelSheet,,0.02125,DC01,0,,,,,,,,,
o_steelsheet_682,SteelSheet,,0.02102,DC01,0,,,,,,,,,
o_steelsheet_683,SteelSheet,,0.02116,DC01,0,,,,,,,,,
o_steelsheet_684,SteelSheet,,0.02123,DC01,0,,,,,,,,,
o_steelsheet_685,SteelSheet,,0.02086,DC01,0,,,,,,,,,
o_steelsheet_686,SteelSheet,,0.02128,DC01,0,,,,,,,,,
o_steelsheet_687,SteelSheet,,0.02121,DC01,0,,,,,,,,,
o_steelsheet_688,SteelSheet,,0.02112,DC01,0,,,,,,,,,
o_steelsheet_689,SteelSheet,,0.02119,DC01,0,,,,,,,,,
o_steelsheet_690,SteelSheet,,0.0212,DC01,0,,,,,,,,,
o_steelsheet_691,SteelSheet,,0.02107,DC01,0,,,,,,,,,
o_steelsheet_692,SteelSheet,,0.02107,DC01,0,,,,,,,,,
o_steelsheet_693,SteelSheet,,0.0212,DC01,0,,,,,,,,,
o_steelsheet_694,SteelSheet,,0.0211,DC01,0,,,,,,,,,
o_steelsheet_695,SteelSheet,,0.0212,DC01,0,,,,,,,,,
o_steelsheet_696,SteelSheet,,0.02119,DC01,0,,,,,,,,,
o_steelsheet_697,SteelSheet,,0.02115,DC01,0,,,,,,,,,
o_steelsheet_698,SteelSheet,,0.02137,DC01,0,,,,,,,,,
o_steelsheet_699,SteelSheet,,0.0212,DC01,0,,,,,,,,,
o_steelsheet_700,SteelSheet,,0.0212,DC01,0,,,,,,,,,
o_steelsheet_701,SteelSheet,,0.02128,DC01,0,,,,,,,,,
o_steelsheet_702,SteelSheet,,0.02118,DC01,0,,,,,,,,,
o_steelsheet_703,SteelSheet,,0.02103,DC01,0,,,,,,,,,
o_steelsheet_704,SteelSheet,,0.02114,DC01,0,,,,,,,,,
o_steelsheet_705,SteelSheet,,0.02124,DC01,0,,,,,,,,,
o_steelsheet_706,SteelSheet,,0.02116,DC01,0,,,,,,,,,
o_steelsheet_707,SteelSheet,,0.0213,DC01,0,,,,,,,,,
o_steelsheet_708,SteelSheet,,0.02118,DC01,0,,,,,,,,,
o_steelsheet_709,SteelSheet,,0.02099,DC01,0,,,,,,,,,
o_steelsheet_710,SteelSheet,,0.02114,DC01,0,,,,,,,,,
o_steelsheet_711,SteelSheet,,0.02106,DC01,0,,,,,,,,,
o_steelsheet_712,SteelSheet,,0.02113,DC01,0,,,,,,,,,
o_steelsheet_713,SteelSheet,,0.02117,DC01,0,,,,,,,,,
o_steelsheet_714,SteelSheet,,0.02122,DC01,0,,,,,,,,,
o_steelsheet_715,SteelSheet,,0.02107,DC01,0,,,,,,,,,
o_steelsheet_716,SteelSheet,,0.02135,DC01,0,,,,,,,,,
o_steelsheet_717,SteelSheet,,0.02113,DC01,0,,,,,,,,,
o_steelsheet_718,SteelSheet,,0.02128,DC01,0,,,,,,,,,
o_steelsheet_719,SteelSheet,,0.02095,DC01,0,,,,,,,,,
o_steelsheet_720,SteelSheet,,0.02108,DC01,0,,,,,,,,,
o_steelsheet_721,SteelSheet,,0.02123,DC01,0,,,,,,,,,
o_steelsheet_722,SteelSheet,,0.02141,DC01,0,,,,,,,,,
o_steelsheet_723,SteelSheet,,0.02097,DC01,0,,,,,,,,,
o_steelsheet_724,SteelSheet,,0.0212,DC01,0,,,,,,,,,
o_steelsheet_725,SteelSheet,,0.02118,DC01,0,,,,,,,,,
o_steelsheet_726,SteelSheet,,0.02117,DC01,0,,,,,,,,,
o_steelsheet_727,SteelSheet,,0.02135,DC01,0,,,,,,,,,
o_steelsheet_728,SteelSheet,,0.02114,DC01,0,,,,,,,,,
o_steelsheet_729,SteelSheet,,0.02127,DC01,0,,,,,,,,,
o_steelsheet_730,SteelSheet,,0.02083,DC01,0,,,,,,,,,
o_steelsheet_731,SteelSheet,,0.02132,DC01,0,,,,,,,,,
